execise,Subject,unit,lesson,Id
attributes-of-shapes,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-les-formes-geometriques,x17841746
recognizing_rays_lines_and_line_segments,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-droites-segments-et-demi-droites,205328272
recognizing-parallel-and-perpendicular-lines,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-paralleles-et-perpendiculaires,xc23bbfaa
axis_of_symmetry,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-la-symetrie-axiale,310282900
identify-geometric-solids--3d-figures-,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-les-solides-2,xf6733dba2563d3d7
categorize-quadrilaterals,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-les-quadrilateres,x84e31b3e
drawing-parallel-and-perpendicular-lines,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-paralleles-et-perpendiculaires,x34b3c736
identify-symmetrical-figures,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-la-symetrie-axiale,xa4307222ddcf217d
identifying-triangles-by-angles,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-les-triangles,x360568b3
drawing-lines,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-droites-segments-et-demi-droites,x56a1eef4
quadrilateral_types,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-les-quadrilateres,251616813
recognizing-shapes,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-les-formes-geometriques,xdced3365
identify-parts-of-3d-shapes,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-les-solides-2,x810053abc584c95e
recognizing-triangles,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-les-triangles,xe0848d0d
properties-of-shapes,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-les-formes-geometriques,xa92f72a2
classifying-shapes-by-line-and-angle-types,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-les-formes-geometriques,xf1dc0080
drawing-lines-of-symmetry-and-symmetrical-figures,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-la-symetrie-axiale,xd9c1a263
compare-shapes,fr-v2-cycle-3,fr-v2-geometrie-2,fr-v2-les-formes-geometriques,xc709f216
equivalent-fraction-models-1,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-egales,x6870a2b0
comparing_fractions_with_the_same_denominator,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-comparer-des-fractions-1,x894ee778
understanding-fractions-as-division,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-et-division,x7c2f9803
fractions_on_the_number_line_2,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fraction-et-droite-graduee,460972000
fractions-greater-than-one,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-presentation-des-fractions,x7a2560eb
writing-fractions-as-whole-numbers,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-et-nombres-entiers,xc3737896
finding-1-on-the-number-line,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-et-nombres-entiers,x22f67f5e
recognizing_fractions,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-presentation-des-fractions,196013736
equivalent_fractions,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-egales,3018
different-wholes,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-egales,x4ce3669d
comparing_fractions_1,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-comparer-des-fractions-1,196041692
visualizing-equivalent-fractions,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-egales,x7da0867d
adding_fractions_0.5,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-decimales,x83bf347b
cutting-shapes-into-equal-parts,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-introduction-a-la-notion-de-fraction,x014877eb
equivalent-fractions-with-denominators-of-10-and-100-intuition,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-decimales,x97dffcbd
fractions_as_division_by_a_multiple_of_10,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-et-division,xf20bd869
simplifying_fractions,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-egales,196011899
equivalent-fraction-models,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-egales,x6222f5a3
comparing_fractions_with_the_same_numerator,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-comparer-des-fractions-1,x421716fd
equivalent-fractions-with-denominators-of-10-and-100,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-decimales,xcc818df4
decompose-fractions-with-denominators-of-100,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fractions-decimales,x839755eb
that-s-not-fair-,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-introduction-a-la-notion-de-fraction,xad45033a
recognizing_fractions_0.5,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-presentation-des-fractions,363750329
fractions_on_the_number_line_1,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-fraction-et-droite-graduee,461002061
comparing-fractions-with-the-same-numerator-or-denominator,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-comparer-des-fractions-1,x3efddc8d
visually-comparing-fractions,fr-v2-cycle-3,fr-v2-les-fractions,fr-v2-comparer-des-fractions-1,x5827ebf3
rate_problems_0.5,fr-v2-cycle-3,fr-v2-proportionnalite,fr-v2-la-notion-de-rapport,243479663
finding_percents,fr-v2-cycle-3,fr-v2-proportionnalite,fr-v2-les-pourcentages,xc4532d76
analyzing-and-identifying-proportional-relationships,fr-v2-cycle-3,fr-v2-proportionnalite,fr-v2-reconnaitre-une-relation-de-proportionnalite,x41d29cee
solving-ratio-problems-with-tables,fr-v2-cycle-3,fr-v2-proportionnalite,fr-v2-les-tableaux-de-proportionnalite,x1face01c
representing-ratios,fr-v2-cycle-3,fr-v2-proportionnalite,fr-v2-le-coefficient-de-proportionnalite,xf6980739
ratio_word_problems,fr-v2-cycle-3,fr-v2-proportionnalite,fr-v2-premiers-problemes-de-proportionnalite,201415654
rounding-to-the-nearest-ten-or-hundred,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-arrondir-un-nombre-entier,x6ab0d7b8
rounding-whole-numbers-2,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-arrondir-un-nombre-entier,x1860d899
round-whole-numbers-word-problems,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-arrondir-un-nombre-entier,x96e00ee26d286f64
comparing-multi-digit-numbers-pv-challenge,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-comparer-des-nombres-entiers,x8f5884b3
regrouping-whole-numbers,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-les-unites-de-numeration-et-leurs-conversions,xec809b3d
numbers-in-written-form,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-les-unites-de-numeration,x3995c8c1
comparing-multi-digit-numbers,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-comparer-des-nombres-entiers,x1a040987
understanding-place-value-1,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-le-tableau-de-numeration,x1f6e2286
multiplying-by-10,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-le-tableau-de-numeration,xfbb8aad4
dividing-whole-numbers-by-10,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-le-tableau-de-numeration,x838acc34
rounding_whole_numbers,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-arrondir-un-nombre-entier,274889844
multiplying-and-dividing-by-10,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-le-tableau-de-numeration,x38ac3fcb
rounding-to-the-nearest-10-or-100-on-the-number-line,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-arrondir-un-nombre-entier,xe434af5f
place-value-blocks,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-les-unites-de-numeration,x3d123e5d
understanding-whole-number-representations,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-les-unites-de-numeration-et-leurs-conversions,xd4ef053c
rounding-challenge,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-arrondir-un-nombre-entier,x37af7309
numbers-in-expanded-form,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-les-unites-de-numeration,x006e32c2
compare-multi-digit-numbers-word-problems,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-comparer-des-nombres-entiers,x6c74e5aa0f440477
creating-largest-or-smallest-number,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-les-unites-de-numeration,x7e026e68
place_value,fr-v2-cycle-3,fr-v2-les-nombres-entiers,fr-v2-les-unites-de-numeration,195728164
length-word-problems,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-problemes-de-longueur,x5981e658
telling-time-word-problems,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-le-temps,xe36c6467
time-differences--over-the-hour-,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-le-temps,x867cc876151b6d76
estimating-mass,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-des-masses,x9e90bef6
metric-conversions-word-problems,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-divers-problemes-de-mesure-avec-conversion,x1a149291ddd3276b
measuring-time-word-problems,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-conversion-des-unites-de-temps,xf4a947d4
volume-word-problems-1,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-des-capacites,x364893d7
telling-time-to-the-nearest-minute,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-le-temps,x2e507f9b
converting-measurements-word-problems,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-divers-problemes-de-mesure-avec-conversion,xc465f81e
measure-mass,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-des-masses,xdca7f2c8
converting-larger-units-to-smaller-units--grams-and-kilograms-,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-des-masses,x6af10e9d
converting-larger-units-to-smaller-units--millimeters--centimeters--meters--and-kilometers-,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-conversion-des-unites-de-longueur,x854fa999
converting-units,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-divers-problemes-de-mesure-avec-conversion,x9b384e01
measurement-units,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-conversion-des-unites-de-temps,xbad2b887
telling-time-on-the-number-line,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-le-temps,x69d3089d4911ddb9
unit-sense,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-le-temps,x00ab658d
telling-time-word-problems-with-the-number-line,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-le-temps,x34e9fee8
measuring-and-converting-money-word-problems,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-divers-problemes-de-mesure-avec-conversion,x962bef99
converting-larger-units-to-smaller-units--milliliters-and-liters-,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-des-capacites,x0d07134d
congruent_segments,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-des-segments,701911238
estimating-volume,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-des-capacites,x0b3d72ae
time-differences,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-le-temps,x0ed34f8c
estimating-length--millimeters--centimeters--meters--kilometers-,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-problemes-de-longueur,x672aeac0
measuring_segments,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-des-segments,701990088
telling-time-word-problems-,fr-v2-cycle-3,fr-v2-grandeurs-et-mesures,fr-v2-mesurer-le-temps,x84c5b34767ddf34f
value-of-a-decimal-digit,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-les-unites-de-numeration-dans-les-nombres-decimaux,xf416b62c
compare-decimals-word-problems,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-comparer-des-nombres-decimaux,x9ba9e011412c20ba
comparing_decimals_1,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-comparer-des-nombres-decimaux,x3c03a4f2
decimals-on-the-number-line--hundredths-0-1,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-nombres-decimaux-et-droite-graduee,x98cc5463
rounding-decimals,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-arrondir-un-nombre-decimal,xae033bc0
writing-and-interpreting-decimals,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-introduction-a-la-notion-de-nombre-decimal,x7adb0385
comparing_decimals_2,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-comparer-des-nombres-decimaux,xddf6d40a
round-decimals-word-problems,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-arrondir-un-nombre-decimal,xd111691b7884f7bf
converting_decimals_to_fractions_2,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-ecrire-un-nombre-decimal-sous-forme-de-fraction,231856074
decimals-in-words,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-introduction-a-la-notion-de-nombre-decimal,xe1f211f8
comparing-decimals-visually,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-comparer-des-nombres-decimaux,xf6c875a3
decimals-in-written-form,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-les-unites-de-numeration-dans-les-nombres-decimaux,x46db4035
fraction-decimal-intuition,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-ecrire-un-nombre-decimal-sous-forme-de-fraction,xbb86ceaf
decimal-intuition-with-grids,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-introduction-a-la-notion-de-nombre-decimal,x3200408b
rounding-decimals-using-a-number-line,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-arrondir-un-nombre-decimal,x38809f86
ordering_decimals,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-comparer-des-nombres-decimaux,x74ce5d71
comparing-decimals-challenge,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-comparer-des-nombres-decimaux,x8352319f
decimals-greater-than-one-intuition,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-les-unites-de-numeration-dans-les-nombres-decimaux,xe37d3ddc
converting_decimals_to_fractions_1,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-ecrire-un-nombre-decimal-sous-forme-de-fraction,231802990
common-fractions-and-decimals,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-valeurs-decimales-des-fractions-usuelles,x6f1148f1
converting_fractions_to_decimals_0.5,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-ecrire-une-fraction-sous-forme-de-nombre-decimal,xa299dc79
decimals-on-the-number-line-1,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-nombres-decimaux-et-droite-graduee,xe6c21f80
decimals_on_the_number_line_2,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-nombres-decimaux-et-droite-graduee,460994266
decimals_on_the_number_line_1,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-nombres-decimaux-et-droite-graduee,460969021
identifying-decimal-place-values,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-les-unites-de-numeration-dans-les-nombres-decimaux,x59bf9bac
cc-4th-comparing-decimals-and-fractions,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-comparer-des-nombres-decimaux,x2aec2f23
rounding_numbers,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-arrondir-un-nombre-decimal,66754977
converting_fractions_to_decimals,fr-v2-cycle-3,fr-v2-les-nombres-decimaux,fr-v2-ecrire-une-fraction-sous-forme-de-nombre-decimal,245552066
patterns,fr-v2-cycle-3,fr-v2-diviseurs-et-multiples,fr-v2-des-suites-logiques,xb55e9918
patterns-in-the-addition-table-and-multiplication-table,fr-v2-cycle-3,fr-v2-diviseurs-et-multiples,fr-v2-des-suites-logiques,xae262957
divisibility_tests,fr-v2-cycle-3,fr-v2-diviseurs-et-multiples,fr-v2-les-criteres-de-divisibilite-d-un-nombre,840079350
factor-pairs,fr-v2-cycle-3,fr-v2-diviseurs-et-multiples,fr-v2-diviseurs-et-multiples-d-un-nombre,xe84a4d8f
math-patterns,fr-v2-cycle-3,fr-v2-diviseurs-et-multiples,fr-v2-des-suites-logiques,x64dd96ad
identifying-factors-and-multiples,fr-v2-cycle-3,fr-v2-diviseurs-et-multiples,fr-v2-diviseurs-et-multiples-d-un-nombre,x84edaea8
decompose-figures-to-find-volume,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-decomposer-un-volume,x664eb07a
measure-to-find-perimeter,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-premiere-approche-de-la-notion-de-perimetre,xec0c50ee
volume_with_fractions,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-des-volumes-et-des-fractions,x7ac21e11
volumes-with-unit-cubes,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-premiere-approche-de-la-notion-de-volume,x5f3b720d
find-volume-by-multiplying-area-of-base-times-height,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-des-volumes-et-des-fractions,xa18206885b30807c
radius_diameter_and_circumference,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-et-circonference-du-disque,720782619
decompose-shapes-to-find-area,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-decomposer-une-figure-pour-determiner-son-aire,x5126dbf9
perimeter-2,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-premiere-approche-de-la-notion-de-perimetre,xddab0f04
find-area-of-rectangles-by-counting-unit-squares,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-premiere-approche-de-la-notion-d-aire,xcdcfce8e
find-length-when-given-area-of-a-triangle,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-du-triangle,x588565f9979de678
comparing-area-and-perimeter,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-et-perimetre,xe18536f6
find-a-missing-side-length-when-given-perimeter,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-premiere-approche-de-la-notion-de-perimetre,x28e2eb94
area-and-the-distributive-property,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-decomposer-une-figure-pour-determiner-son-aire,x3c023751
area_of_triangles_1,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-du-triangle,920312137
comparing-areas-by-multiplying,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-du-rectangle-et-multiplication,x9c76746b
finding-area-by-multiplying,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-du-rectangle-et-multiplication,x73005801
area-and-circumference-of-parts-of-circles,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-et-circonference-du-disque,x54c05716
volume_2,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-decomposer-un-volume,x5c621858
volume-word-problems-with-fractions,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-des-volumes-et-des-fractions,xd94fe24c
area-and-perimeter-of-rectangles-word-problems,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-et-perimetre,x575b0001
volume_1,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-premiere-approche-de-la-notion-de-volume,x42be8afc
find-a-missing-side-length-when-given-area-of-a-rectangle,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-du-rectangle-et-multiplication,x0d3f50bf
find-base-and-height-on-a-triangle,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-du-triangle,xfe793b98f60973b1
area_of_a_circle,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-et-circonference-du-disque,720935156
area-of-squares-and-rectangles,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-du-rectangle-et-multiplication,x33225a4b
area_1,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-premiere-approche-de-la-notion-d-aire,898677597
measure-to-find-area,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-du-rectangle-et-multiplication,x8322704a
understanding-area,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-premiere-approche-de-la-notion-d-aire,x06af65d1
area-of-right-triangles,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-du-triangle,x9a3da2cec0842285
decompose-figures-to-find-area-1,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-decomposer-une-figure-pour-determiner-son-aire,x90012c28
find-the-radius-or-diameter-of-a-circle-from-the-circumference-or-area,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-et-circonference-du-disque,xed7f76fc
volume-with-cubes-with-fraction-lengths,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-des-volumes-et-des-fractions,x84e9147a46e29e9e
decompose-figures-to-find-volume--unit-cubes-,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-decomposer-un-volume,xddf3642662331573
measuring-area-with-unit-squares,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-premiere-approche-de-la-notion-d-aire,x2b2b8aad
area_of_squares_and_rectangles,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-du-rectangle-et-multiplication,720749512
volume_with_unit_cubes,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-premiere-approche-de-la-notion-de-volume,x47cf8468
perimeter_1,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-premiere-approche-de-la-notion-de-perimetre,840068734
area-of-triangles-2,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-calcul-d-aires-sur-quadrillage,x5df942ac
perimeter-word-problems,fr-v2-cycle-3,fr-v2-aire-perimetre-et-volume,fr-v2-aire-et-perimetre,xa8d2032c
meaning-of-division,fr-v2-cycle-3,fr-v2-division-de-nombres-entiers,fr-v2-introduction-a-la-notion-de-division-2,x4cfd840c
zeros-in-the-quotient-no-remainders,fr-v2-cycle-3,fr-v2-division-de-nombres-entiers,fr-v2-division-posee-avec-reste-nul-1,x6f6b2a5c
dividing-by-4,fr-v2-cycle-3,fr-v2-division-de-nombres-entiers,fr-v2-les-tables-de-divisions,xd6798f56
division_1.5,fr-v2-cycle-3,fr-v2-division-de-nombres-entiers,fr-v2-division-posee-avec-reste-nul-1,13179402
dividing-by-1,fr-v2-cycle-3,fr-v2-division-de-nombres-entiers,fr-v2-les-tables-de-divisions,xb7391101
dividing-by-8,fr-v2-cycle-3,fr-v2-division-de-nombres-entiers,fr-v2-les-tables-de-divisions,x58a2b546
dividing-by-2,fr-v2-cycle-3,fr-v2-division-de-nombres-entiers,fr-v2-les-tables-de-divisions,x759ac56b
dividing-by-3,fr-v2-cycle-3,fr-v2-division-de-nombres-entiers,fr-v2-les-tables-de-divisions,x05eda038
division_1,fr-v2-cycle-3,fr-v2-division-de-nombres-entiers,fr-v2-les-tables-de-divisions,2007
arithmetic_word_problems,fr-v2-cycle-3,fr-v2-division-de-nombres-entiers,fr-v2-problemes-avec-des-multiplications-et-des-divisions,46563848
